6.820522000000000000e+06,1.504468000000000000e+06,1.488190000000000000e+05,1.900687000000000000e+06,1.903064000000000000e+06,1.903499000000000000e+06,2.108650000000000000e+05,1.903587000000000000e+06
6.831160000000000000e+06,1.516070000000000000e+06,1.487380000000000000e+05,1.901781000000000000e+06,1.900508000000000000e+06,1.902598000000000000e+06,2.104670000000000000e+05,1.902360000000000000e+06
6.827481000000000000e+06,1.506845000000000000e+06,1.482420000000000000e+05,1.901672000000000000e+06,1.901519000000000000e+06,1.902409000000000000e+06,2.104660000000000000e+05,1.902047000000000000e+06
6.831847000000000000e+06,1.514500000000000000e+06,1.488570000000000000e+05,1.901996000000000000e+06,1.902033000000000000e+06,1.902364000000000000e+06,2.108750000000000000e+05,1.902154000000000000e+06
6.829981000000000000e+06,1.509332000000000000e+06,1.485800000000000000e+05,1.901651000000000000e+06,1.900443000000000000e+06,1.902200000000000000e+06,2.110240000000000000e+05,1.902149000000000000e+06
6.831321000000000000e+06,1.515076000000000000e+06,1.487930000000000000e+05,1.901739000000000000e+06,1.901939000000000000e+06,1.902132000000000000e+06,2.105440000000000000e+05,1.902214000000000000e+06
6.831994000000000000e+06,1.509627000000000000e+06,1.488310000000000000e+05,1.902206000000000000e+06,1.902096000000000000e+06,1.902000000000000000e+06,2.099400000000000000e+05,1.902159000000000000e+06
6.831667000000000000e+06,1.517528000000000000e+06,1.486640000000000000e+05,1.902315000000000000e+06,1.901464000000000000e+06,1.901657000000000000e+06,2.108250000000000000e+05,1.902153000000000000e+06
6.830443000000000000e+06,1.506800000000000000e+06,1.487700000000000000e+05,1.902144000000000000e+06,1.902381000000000000e+06,1.902406000000000000e+06,2.105340000000000000e+05,1.901709000000000000e+06
6.819742000000000000e+06,1.516625000000000000e+06,1.487830000000000000e+05,1.902094000000000000e+06,1.899517000000000000e+06,1.902406000000000000e+06,2.104890000000000000e+05,1.901759000000000000e+06
6.831293000000000000e+06,1.510373000000000000e+06,1.487230000000000000e+05,1.901972000000000000e+06,1.901304000000000000e+06,1.902533000000000000e+06,2.103800000000000000e+05,1.902261000000000000e+06
6.830525000000000000e+06,1.509886000000000000e+06,1.479770000000000000e+05,1.902054000000000000e+06,1.902247000000000000e+06,1.902479000000000000e+06,2.107770000000000000e+05,1.902246000000000000e+06
6.831039000000000000e+06,1.509453000000000000e+06,1.487100000000000000e+05,1.902043000000000000e+06,1.902241000000000000e+06,1.902427000000000000e+06,2.109470000000000000e+05,1.902288000000000000e+06
6.831520000000000000e+06,1.510032000000000000e+06,1.487390000000000000e+05,1.900298000000000000e+06,1.900996000000000000e+06,1.902265000000000000e+06,2.103550000000000000e+05,1.902156000000000000e+06
6.831515000000000000e+06,1.511654000000000000e+06,1.485760000000000000e+05,1.901431000000000000e+06,1.901273000000000000e+06,1.902128000000000000e+06,2.103200000000000000e+05,1.902084000000000000e+06
6.830074000000000000e+06,1.508006000000000000e+06,1.487370000000000000e+05,1.901853000000000000e+06,1.902135000000000000e+06,1.900570000000000000e+06,2.099640000000000000e+05,1.891083000000000000e+06
6.566601000000000000e+06,1.468635000000000000e+06,1.303660000000000000e+05,1.863275000000000000e+06,1.897033000000000000e+06,1.901720000000000000e+06,2.103990000000000000e+05,1.883001000000000000e+06
6.830612000000000000e+06,1.514886000000000000e+06,1.481710000000000000e+05,1.874350000000000000e+06,1.900708000000000000e+06,1.902214000000000000e+06,2.109820000000000000e+05,1.899268000000000000e+06
6.831882000000000000e+06,1.498257000000000000e+06,1.486810000000000000e+05,1.898133000000000000e+06,1.900563000000000000e+06,1.902246000000000000e+06,2.109860000000000000e+05,1.901682000000000000e+06
6.830499000000000000e+06,1.513418000000000000e+06,1.486460000000000000e+05,1.899891000000000000e+06,1.900967000000000000e+06,1.901918000000000000e+06,2.102140000000000000e+05,1.901984000000000000e+06
6.831115000000000000e+06,1.500427000000000000e+06,1.486360000000000000e+05,1.901265000000000000e+06,1.900945000000000000e+06,1.902218000000000000e+06,2.100780000000000000e+05,1.902118000000000000e+06
6.831632000000000000e+06,1.513978000000000000e+06,1.486620000000000000e+05,1.901860000000000000e+06,1.902078000000000000e+06,1.900953000000000000e+06,2.101850000000000000e+05,1.901796000000000000e+06
6.830746000000000000e+06,1.501314000000000000e+06,1.486320000000000000e+05,1.902121000000000000e+06,1.902372000000000000e+06,1.901689000000000000e+06,2.110380000000000000e+05,1.902110000000000000e+06
6.830076000000000000e+06,1.511445000000000000e+06,1.485440000000000000e+05,1.902079000000000000e+06,1.902229000000000000e+06,1.902413000000000000e+06,2.104310000000000000e+05,1.900441000000000000e+06
6.829471000000000000e+06,1.503439000000000000e+06,1.482300000000000000e+05,1.902107000000000000e+06,1.902365000000000000e+06,1.902342000000000000e+06,2.101520000000000000e+05,1.901247000000000000e+06
6.831644000000000000e+06,1.509341000000000000e+06,1.486430000000000000e+05,1.901977000000000000e+06,1.901998000000000000e+06,1.902170000000000000e+06,2.108080000000000000e+05,1.901886000000000000e+06
6.830983000000000000e+06,1.506071000000000000e+06,1.479470000000000000e+05,1.901314000000000000e+06,1.899412000000000000e+06,1.902114000000000000e+06,2.108990000000000000e+05,1.901948000000000000e+06
6.831499000000000000e+06,1.509309000000000000e+06,1.485440000000000000e+05,1.901118000000000000e+06,1.901603000000000000e+06,1.902283000000000000e+06,2.103750000000000000e+05,1.902071000000000000e+06
6.831016000000000000e+06,1.507701000000000000e+06,1.485970000000000000e+05,1.901840000000000000e+06,1.901381000000000000e+06,1.901495000000000000e+06,2.100610000000000000e+05,1.901967000000000000e+06
6.831791000000000000e+06,1.507693000000000000e+06,1.485560000000000000e+05,1.901812000000000000e+06,1.901418000000000000e+06,1.901146000000000000e+06,2.106920000000000000e+05,1.902188000000000000e+06
6.831143000000000000e+06,1.508619000000000000e+06,1.485380000000000000e+05,1.901872000000000000e+06,1.902016000000000000e+06,1.901908000000000000e+06,2.105470000000000000e+05,1.901262000000000000e+06
6.828770000000000000e+06,1.506468000000000000e+06,1.485400000000000000e+05,1.901906000000000000e+06,1.902220000000000000e+06,1.902091000000000000e+06,2.104750000000000000e+05,1.900872000000000000e+06
6.832124000000000000e+06,1.511366000000000000e+06,1.485510000000000000e+05,1.901897000000000000e+06,1.902241000000000000e+06,1.902294000000000000e+06,2.100600000000000000e+05,1.901958000000000000e+06
6.829470000000000000e+06,1.503978000000000000e+06,1.477110000000000000e+05,1.901782000000000000e+06,1.901868000000000000e+06,1.901976000000000000e+06,2.028480000000000000e+05,1.862977000000000000e+06
6.566076000000000000e+06,1.455315000000000000e+06,1.302080000000000000e+05,1.898327000000000000e+06,1.900323000000000000e+06,1.901441000000000000e+06,2.097720000000000000e+05,1.874615000000000000e+06
6.830734000000000000e+06,1.517828000000000000e+06,1.485470000000000000e+05,1.901352000000000000e+06,1.900865000000000000e+06,1.901647000000000000e+06,2.110270000000000000e+05,1.897999000000000000e+06
6.829799000000000000e+06,1.499534000000000000e+06,1.485010000000000000e+05,1.901968000000000000e+06,1.902014000000000000e+06,1.902277000000000000e+06,2.105500000000000000e+05,1.900644000000000000e+06
6.811687000000000000e+06,1.517985000000000000e+06,1.485270000000000000e+05,1.902171000000000000e+06,1.902305000000000000e+06,1.902113000000000000e+06,2.102450000000000000e+05,1.901262000000000000e+06
6.831694000000000000e+06,1.500195000000000000e+06,1.484710000000000000e+05,1.902148000000000000e+06,1.902344000000000000e+06,1.902275000000000000e+06,2.102040000000000000e+05,1.901856000000000000e+06
6.829207000000000000e+06,1.512227000000000000e+06,1.476400000000000000e+05,1.901944000000000000e+06,1.902361000000000000e+06,1.902272000000000000e+06,2.108870000000000000e+05,1.902212000000000000e+06
6.830347000000000000e+06,1.501800000000000000e+06,1.484660000000000000e+05,1.902073000000000000e+06,1.902531000000000000e+06,1.902463000000000000e+06,2.110190000000000000e+05,1.902124000000000000e+06
6.831411000000000000e+06,1.512024000000000000e+06,1.484820000000000000e+05,1.900278000000000000e+06,1.900679000000000000e+06,1.900081000000000000e+06,2.102870000000000000e+05,1.902014000000000000e+06
6.830975000000000000e+06,1.503184000000000000e+06,1.484710000000000000e+05,1.901626000000000000e+06,1.901465000000000000e+06,1.901829000000000000e+06,2.102720000000000000e+05,1.902132000000000000e+06
6.831208000000000000e+06,1.511366000000000000e+06,1.478760000000000000e+05,1.901774000000000000e+06,1.902219000000000000e+06,1.900613000000000000e+06,2.102660000000000000e+05,1.902148000000000000e+06
6.831575000000000000e+06,1.502605000000000000e+06,1.484850000000000000e+05,1.901951000000000000e+06,1.902069000000000000e+06,1.901813000000000000e+06,2.110020000000000000e+05,1.902187000000000000e+06
6.830571000000000000e+06,1.511240000000000000e+06,1.483760000000000000e+05,1.902039000000000000e+06,1.902336000000000000e+06,1.902178000000000000e+06,2.103210000000000000e+05,1.900763000000000000e+06
6.801378000000000000e+06,1.503078000000000000e+06,1.484190000000000000e+05,1.901776000000000000e+06,1.902247000000000000e+06,1.902141000000000000e+06,2.102190000000000000e+05,1.901778000000000000e+06
6.831112000000000000e+06,1.510679000000000000e+06,1.483990000000000000e+05,1.901727000000000000e+06,1.902134000000000000e+06,1.902268000000000000e+06,2.107970000000000000e+05,1.901800000000000000e+06
6.830818000000000000e+06,1.504110000000000000e+06,1.477200000000000000e+05,1.901675000000000000e+06,1.902168000000000000e+06,1.902144000000000000e+06,2.110420000000000000e+05,1.902170000000000000e+06
6.830852000000000000e+06,1.510419000000000000e+06,1.484420000000000000e+05,1.901969000000000000e+06,1.902287000000000000e+06,1.900351000000000000e+06,2.104480000000000000e+05,1.902200000000000000e+06
6.830756000000000000e+06,1.507465000000000000e+06,1.483850000000000000e+05,1.900268000000000000e+06,1.900842000000000000e+06,1.901775000000000000e+06,2.101020000000000000e+05,1.902091000000000000e+06
6.830998000000000000e+06,1.509515000000000000e+06,1.483910000000000000e+05,1.901143000000000000e+06,1.901084000000000000e+06,1.888321000000000000e+06,1.954630000000000000e+05,1.862717000000000000e+06
6.567302000000000000e+06,1.450501000000000000e+06,1.480540000000000000e+05,1.901684000000000000e+06,1.902042000000000000e+06,1.881159000000000000e+06,2.103090000000000000e+05,1.874367000000000000e+06
6.830175000000000000e+06,1.516847000000000000e+06,1.482600000000000000e+05,1.901920000000000000e+06,1.902324000000000000e+06,1.898709000000000000e+06,2.110260000000000000e+05,1.898016000000000000e+06
6.830940000000000000e+06,1.498887000000000000e+06,1.481830000000000000e+05,1.899667000000000000e+06,1.902321000000000000e+06,1.901586000000000000e+06,2.108470000000000000e+05,1.901562000000000000e+06
6.831333000000000000e+06,1.517914000000000000e+06,1.483650000000000000e+05,1.901343000000000000e+06,1.902308000000000000e+06,1.902131000000000000e+06,2.101240000000000000e+05,1.901840000000000000e+06
6.829967000000000000e+06,1.498781000000000000e+06,1.483440000000000000e+05,1.901678000000000000e+06,1.901693000000000000e+06,1.900633000000000000e+06,2.104150000000000000e+05,1.901932000000000000e+06
6.829523000000000000e+06,1.518087000000000000e+06,1.483380000000000000e+05,1.900927000000000000e+06,1.901658000000000000e+06,1.900951000000000000e+06,2.109830000000000000e+05,1.901857000000000000e+06
6.830604000000000000e+06,1.500091000000000000e+06,1.482680000000000000e+05,1.901958000000000000e+06,1.902363000000000000e+06,1.900522000000000000e+06,2.106300000000000000e+05,1.900452000000000000e+06
6.830869000000000000e+06,1.517760000000000000e+06,1.483420000000000000e+05,1.902116000000000000e+06,1.902453000000000000e+06,1.901034000000000000e+06,2.101290000000000000e+05,1.901678000000000000e+06
